Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
282,Gardevoir,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png,282,"psychic,fairy",3,psychic,fairy,"Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This Pokémon
will try to protect its Trainer even at the risk of its own life.",3
283,Surskit,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/283.png,283,"bug,water",3,bug,water,"If Surskit senses danger, it secretes a thick, sugary syrup from
the tip of its head. There are some Pokémon that love eating
this syrup.",3
284,Masquerain,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/284.png,284,"bug,flying",3,bug,flying,"Masquerain’s antennas have eyelike patterns that usually
give it an angry look. If the “eyes” are droopy and appear sad,
it is said to be a sign that a heavy rainfall is on its way.",3
285,Shroomish,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/285.png,285,grass,3,grass,,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokémon’s spores are
so toxic, they make trees and weeds wilt.",3
286,Breloom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/286.png,286,"grass,fighting",3,grass,fighting,"The seeds ringing Breloom’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble.",3
287,Slakoth,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/287.png,287,normal,3,normal,,"Slakoth’s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokémon in motion.",3
288,Vigoroth,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/288.png,288,normal,3,normal,,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokémon to run wild throughout the jungle before it can
settle down.",3
289,Slaking,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/289.png,289,normal,3,normal,,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground.",3
290,Nincada,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/290.png,290,"bug,ground",3,bug,ground,"Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This Pokémon can’t withstand bright sunlight so avoids it.",3
291,Ninjask,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/291.png,291,"bug,flying",3,bug,flying,"If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this Pokémon is said to be one that puts the
Trainer’s abilities to the test.",3
292,Shedinja,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/292.png,292,"bug,ghost",3,bug,ghost,"Shedinja is a peculiar Pokémon. It seems to appear unsought
in a Poké Ball after a Nincada evolves. This bizarre Pokémon
is entirely immobile—it doesn’t even breathe.",3
293,Whismur,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/293.png,293,normal,3,normal,,"Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the Pokémon goes to sleep, all tired out.",3
294,Loudred,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/294.png,294,normal,3,normal,,"Loudred shouts while stamping its feet. After it finishes
shouting, this Pokémon becomes incapable of hearing
anything for a while. This is considered to be a weak point.",3
295,Exploud,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/295.png,295,normal,3,normal,,"Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This Pokémon
only raises its voice when it is in battle.",3
296,Makuhita,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/296.png,296,fighting,3,fighting,,"Makuhita has a tireless spirit—it will never give up hope.
It eats a lot of food, gets plenty of sleep, and it trains very
rigorously. By living that way, this Pokémon packs its body
with energy.",3
297,Hariyama,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/297.png,297,fighting,3,fighting,,"Hariyama’s thick body may appear fat, but it is actually a hunk
of solid muscle. If this Pokémon bears down and tightens all its
muscles, its body becomes as hard as a rock.",3
298,Azurill,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/298.png,298,"normal,fairy",3,normal,fairy,"Azurill’s tail is large and bouncy. It is packed full of the
nutrients this Pokémon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail.",3
299,Nosepass,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/299.png,299,rock,3,rock,,"Nosepass had been said to be completely unmoving, with its
magnetic nose pointed due north. However, close observation
has revealed that the Pokémon actually moves by a little over
3/8 of an inch every year.",3
300,Skitty,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/300.png,300,normal,3,normal,,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokémon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks.",3
301,Delcatty,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/301.png,301,normal,3,normal,,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokémon approach it as it sleeps, this Pokémon
will never fight—it will just move away somewhere else.",3
302,Sableye,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png,302,"dark,ghost",3,dark,ghost,"Sableye digs the ground with sharpened claws to find rocks
that it eats. Substances in the eaten rocks crystallize and rise
up to the Pokémon’s body surface.",3
303,Mawile,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png,303,"steel,fairy",3,steel,fairy,"Don’t be taken in by this Pokémon’s cute face—it’s very
dangerous. Mawile fools the foe into letting down its guard,
then chomps down with its massive jaws. The steel jaws are
really horns that have been transformed.",3
304,Aron,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/304.png,304,"steel,rock",3,steel,rock,"Aron has a body of steel. With one all-out charge, this
Pokémon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the Pokémon.",3
305,Lairon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/305.png,305,"steel,rock",3,steel,rock,"Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the Pokémon often clashes with humans mining the iron ore.",3
306,Aggron,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png,306,"steel,rock",3,steel,,"Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokémon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory.",3
307,Meditite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/307.png,307,"fighting,psychic",3,fighting,psychic,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokémon’s training.",3
308,Medicham,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png,308,"fighting,psychic",3,fighting,psychic,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating.",3
309,Electrike,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/309.png,309,electric,3,electric,,"Electrike runs faster than the human eye can follow.
The friction from running is converted into electricity,
which is then stored in this Pokémon’s fur.",3
310,Manectric,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png,310,electric,3,electric,,"Manectric discharges strong electricity from its mane.
The mane is used for collecting electricity in the atmosphere.
This Pokémon creates thunderclouds above its head.",3
311,Plusle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/311.png,311,electric,3,electric,,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokémon
cries loudly.",3
312,Minun,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/312.png,312,electric,3,electric,,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks.",3
313,Volbeat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/313.png,313,bug,3,bug,,"Volbeat’s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokémon loves the sweet aroma given off by Illumise.",3
314,Illumise,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/314.png,314,bug,3,bug,,"Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This Pokémon is said to earn greater respect
from its peers by composing more complex designs in the sky.",3
315,Roselia,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/315.png,315,"grass,poison",3,grass,poison,"On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this Pokémon’s
head contain a vicious poison.",3
316,Gulpin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/316.png,316,poison,3,poison,,"Most of Gulpin’s body is made up of its stomach—its heart and
brain are very small in comparison. This Pokémon’s stomach
contains special enzymes that dissolve anything.",3
317,Swalot,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/317.png,317,poison,3,poison,,"Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this Pokémon’s mouth.",3
318,Carvanha,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/318.png,318,"water,dark",3,water,dark,"If anything invades Carvanha’s territory, it will swarm and tear
at the intruder with its pointed fangs. On its own, however, this
Pokémon turns suddenly timid.",3
319,Sharpedo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png,319,"water,dark",3,water,dark,"Sharpedo can swim at speeds of up to 75 mph by jetting
seawater out of its backside. This Pokémon’s drawback is its
inability to swim long distances.",3
320,Wailmer,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/320.png,320,water,3,water,,"Wailmer can store water inside its body to transform itself
into a ball for bouncing around on the ground. By filling itself
up with more water, this Pokémon can elevate the height of
its bounces.",3
321,Wailord,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/321.png,321,water,3,water,,"When chasing prey, Wailord herds them by leaping out of the
water and making a humongous splash. It is breathtaking to
see this Pokémon leaping out of the sea with others in its pod.",3
322,Numel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/322.png,322,"fire,ground",3,fire,ground,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish.",3
323,Camerupt,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png,323,"fire,ground",3,fire,ground,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged.",3
